timestamp,deployment_name,current_replicas,current_request,predicted_request
2026-02-06 05:17:23,test-app,4,5661.818181818182,9741.833
2026-02-06 05:18:23,test-app,4,5487.272727272727,2067.2754
2026-02-06 05:19:23,test-app,4,1878.5454545454545,1685.503
2026-02-06 05:20:23,test-app,4,5748.0,10061.515
2026-02-06 05:21:23,test-app,4,5520.0,1844.1311
2026-02-06 05:22:23,test-app,4,1846.909090909091,1421.8033
2026-02-06 05:23:23,test-app,3,5648.727272727272,10095.875
2026-02-06 05:24:23,test-app,4,5198.181003636364,1475.3552
2026-02-06 05:25:23,test-app,3,1890.5454545454545,1456.6189
2026-02-06 05:26:23,test-app,3,5693.454545454545,10218.82
2026-02-06 05:27:23,test-app,4,5349.858109090908,1506.2213
2026-02-06 05:28:24,test-app,4,1833.8181818181818,1665.1212
2026-02-06 05:29:24,test-app,4,5758.90909090909,9776.42
2026-02-06 05:30:24,test-app,4,5511.272727272727,1976.94
2026-02-06 05:31:24,test-app,4,1935.2727272727275,1716.8451
2026-02-06 05:32:24,test-app,4,5743.636363636363,9834.058
2026-02-06 05:33:24,test-app,4,5420.727272727273,1957.3665
2026-02-06 05:34:24,test-app,4,1827.2727272727273,1620.6896
2026-02-06 05:35:24,test-app,4,5709.818181818181,10092.705
2026-02-06 05:36:24,test-app,4,5385.818181818182,1675.5082
2026-02-06 05:37:24,test-app,4,1888.381329569009,1474.464
2026-02-06 05:38:24,test-app,3,5694.545454545454,10091.437
2026-02-06 05:39:24,test-app,4,5287.910509002377,1542.278
2026-02-06 05:40:24,test-app,4,1853.4545454545455,1532.7598
2026-02-06 05:41:24,test-app,4,5745.818181818181,10190.866
2026-02-06 05:42:24,test-app,4,5329.090909090909,1575.7837
2026-02-06 05:43:24,test-app,4,1808.7272727272727,1543.4626
2026-02-06 05:44:24,test-app,4,5734.909090909091,9989.225
2026-02-06 05:45:24,test-app,4,5457.818181818181,1867.7107
2026-02-06 05:46:24,test-app,4,1822.9090909090908,1666.0682
2026-02-06 05:47:24,test-app,4,5771.999999999999,9993.526
2026-02-06 05:48:24,test-app,4,5306.181818181817,1709.016
2026-02-06 05:49:24,test-app,4,1738.9090909090908,1554.7928
2026-02-06 05:50:24,test-app,4,5713.090909090909,10106.33
2026-02-06 05:51:25,test-app,4,5285.454545454546,1836.6521
2026-02-06 05:52:25,test-app,4,1846.909090909091,1542.1881
2026-02-06 05:53:25,test-app,4,5838.545454545454,10020.83
2026-02-06 05:54:25,test-app,4,5307.272727272727,1789.6382
2026-02-06 05:55:25,test-app,4,1890.5454545454545,1572.6984
2026-02-06 05:56:25,test-app,4,5753.454545454545,9817.024
2026-02-06 05:57:25,test-app,4,2964.0,N/A
2026-02-06 05:58:25,test-app,4,47.99999999999999,N/A
2026-02-06 05:59:25,test-app,4,47.99999999999999,N/A
2026-02-06 06:00:25,test-app,4,47.99999999999999,N/A
2026-02-06 06:01:25,test-app,4,47.99999999999999,N/A
2026-02-06 06:02:25,test-app,4,47.99999999999999,N/A
2026-02-06 06:03:25,test-app,4,47.99999999999999,N/A
2026-02-06 06:04:25,test-app,4,47.99999999999999,N/A
2026-02-06 06:05:25,test-app,4,47.99999999999999,172.8634
2026-02-06 06:06:25,test-app,2,23.999999999999996,26.589485
2026-02-06 06:07:25,test-app,2,23.999999999999996,12.375241
2026-02-06 06:08:25,test-app,2,23.999999999999996,23.550444
2026-02-06 06:09:25,test-app,2,23.999999999999996,23.407873
2026-02-06 06:10:25,test-app,2,23.999999999999996,23.764786
